name,homepage,scholar_id,citations,h-index
Karl Friehs,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=11015,NOSCHOLARPAGE,,
Ralf Hofestädt,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=161045,NOSCHOLARPAGE,,
Tim W. Nattkemper,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=11602,8SR1jMcAAAAJ,3951.0,35.0
Helge J. Ritter,https://ni.www.techfak.uni-bielefeld.de/people/helge,yplv734AAAAJ,18089.0,61.0
Kristian M. Müller,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=37324073&lang=en,AZ7oPkcAAAAJ,3061.0,28.0
Philipp Cimiano,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=15020699,ZyR3798AAAAJ,16422.0,62.0
Gerhard Sagerer,http://aiweb.techfak.uni-bielefeld.de/user/sagerer,HDmPKX4AAAAJ,202.0,5.0
Jens Stoye,https://www.techfak.uni-bielefeld.de/~stoye,d7rMd3YAAAAJ,,
Britta Wrede,http://aiweb.techfak.uni-bielefeld.de/user/bwrede,VL0ejs0AAAAJ,5139.0,38.0
Stefan Kopp,https://www.techfak.uni-bielefeld.de/~skopp,2AEULN0AAAAJ,8236.0,45.0
Barbara Hammer,https://www.techfak.uni-bielefeld.de/~bhammer,1d3OxaUAAAAJ,9536.0,44.0
Ralf Möller,http://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=3722277,Ahid9xsAAAAJ,3172.0,26.0
Markus E. Nebel,https://ekvv.uni-bielefeld.de/pers_publ/publ/PersonDetail.jsp?personId=71594916&lang=en,NOSCHOLARPAGE,,
