name,homepage,scholar_id,citations,h-index
William Grosky,https://umdearborn.edu/users/wgrosky,jGsRPo8AAAAJ,4773.0,31.0
Jin Lu,http://www-personal.umd.umich.edu/~jinluz,iaaPT1AAAAAJ,562.0,12.0
Foyzul Hassan,https://umdearborn.edu/users/foyzul,b9Kw58UAAAAJ&hl,286.0,9.0
Birhanu Eshete,https://umdearborn.edu/users/birhanu,DVLQDSoAAAAJ,844.0,15.0
Marouane Kessentini,http://kessentini.net,,,
Bruce Maxim,https://umdearborn.edu/users/bmaxim,KN8ZOBIAAAAJ,27841.0,18.0
Anys Bacha,https://umdearborn.edu/users/anysbacha,8I9z_70AAAAJ,378.0,10.0
Qiang Zhu,https://umdearborn.edu/users/qzhu,,,
Mohamed Abouelenien,https://umdearborn.edu/users/zmohamed,yxvWYEUAAAAJ,834.0,14.0
Brahim Medjahed,https://umdearborn.edu/users/brahim,fDjntaAAAAAJ,4254.0,24.0
Di Ma,https://umdearborn.edu/users/dmadma,6pCcKtEAAAAJ,2411.0,27.0
Probir Roy,https://www.probir.info,Ktpw9z0AAAAJ,43.0,4.0
