name,homepage,scholar_id,citations,h-index
Sung-Ho Kim,http://mmlab.knu.ac.kr,NOSCHOLARPAGE,,
Seokin Hong,https://sites.google.com/view/seokinhong,RdB0pDUAAAAJ,324.0,11.0
Byung Chul Tak,http://sites.google.com/view/knudiscolab,-wM1-88AAAAJ,1057.0,17.0
Sang-hyo Park,http://sites.google.com/view/knuvi,ZG8REuYAAAAJ,348.0,7.0
Anand Paul,https://connectedcomputing.weebly.com,QrOVUgwAAAAJ,5871.0,39.0
Eunjoo Lee,http://zorba.knu.ac.kr,qktG3K8AAAAJ,168.0,8.0
Dong-Sun Kim,http://www.darkrsw.net,Rmzs0QIAAAAJ,2246.0,22.0
Soon Ki Jung,http://vr.knu.ac.kr,Y4a0vmsAAAAJ,2856.0,28.0
Nakhoon Baek,http://mobilegraphicslab.knu.ac.kr,WRNPbNoAAAAJ,482.0,11.0
Jeonghong Kim,http://sites.google.com/view/msp-lab,NOSCHOLARPAGE,,
Jae-il Kim,https://sites.google.com/view/ipalab,L8cMLmEAAAAJ,391.0,10.0
Sungkee Lee,http://devicesw.knu.ac.kr/front,xqEqhtEAAAAJ,1024.0,10.0
Kyong Hoon Kim,http://rtc.knu.ac.kr,NOSCHOLARPAGE,,
Il Kon Kim,http://www.ihis.or.kr,aCgpEqcAAAAJ,591.0,13.0
Woo Jin Lee,http://selab.knu.ac.kr,mu0cyK8AAAAJ,497.0,10.0
Yongju Lee,http://dbms.knu.ac.kr,Eo7HrZEAAAAJ,262.0,8.0
Inuk Jung,http://cobi.knu.ac.kr,zVRA_KsAAAAJ,492.0,11.0
Yongtae Kim,https://scholar.google.com/citations?user=Nhfl_i8AAAAJ,Nhfl_i8AAAAJ,590.0,12.0
Hyeyoung Park,http://bclab.knu.ac.kr,rP8xQqYAAAAJ,979.0,14.0
Sihyung Lee,http://goo.gl/jNjBj,NOSCHOLARPAGE,,
Jae-Soo Kim,http://computer.knu.ac.kr,NOSCHOLARPAGE,,
Li-Mei Peng,http://ican.knu.ac.kr,OujN4S0AAAAJ,1399.0,17.0
Sangwook Kim,http://media.knu.ac.kr,NOSCHOLARPAGE,,
Kyungshik Lim,http://wicom.knu.ac.kr,NOSCHOLARPAGE,,
Young-Woo Kwon,http://sslab.knu.ac.kr,ld-VWe8AAAAJ,896.0,13.0
Dongkyun Kim,https://monet.knu.ac.kr/m_professor,IsKrxuwAAAAJ,5222.0,38.0
Seyoung Park,http://nlp.knu.ac.kr,TPBJpLQAAAAJ,1947.0,20.0
Kwan Woo Ryu,http://isaac.knu.ac.kr,NOSCHOLARPAGE,,
Young-Kyoon Suh,https://sites.google.com/view/yksuh,MTygvIsAAAAJ,176.0,8.0
Ki Jun Han,http://netopia.knu.ac.kr,QI61sTgAAAAJ,4879.0,30.0
Ku-Jin Kim,http://bh.knu.ac.kr/~kujinkim,yD2zLvYAAAAJ,679.0,15.0
Yunja Choi,http://sselab.dothome.co.kr/wordpress/index.php/yunjachoi,_m9BfuwAAAAJ,502.0,14.0
Seok Joo Koh,https://iot.knu.ac.kr,DAbaxjEAAAAJ,1869.0,22.0
