name,homepage,scholar_id,citations,h-index
Bin Ma,https://cs.uwaterloo.ca/~binma,f-eL6DYAAAAJ,21568.0,44.0
Edward Lank,https://cs.uwaterloo.ca/~lank,e7P8IwgAAAAJ,2769.0,28.0
Raymond Laflamme,https://laflamme.iqc.uwaterloo.ca,UBusZfYAAAAJ,34254.0,72.0
Lap Chi Lau,https://cs.uwaterloo.ca/~lapchi,umOOMzsAAAAJ,2061.0,23.0
Meng Xu,https://cs.uwaterloo.ca/~m285xu,,,
Richard Mann,https://cs.uwaterloo.ca/~mannr,,,
Martin Karsten,https://cs.uwaterloo.ca/~mkarsten,ieXJpBkAAAAJ,18689.0,57.0
Therese C. Biedl,https://cs.uwaterloo.ca/~biedl,gjNeD8cAAAAJ,3204.0,31.0
Yuri Boykov,http://www.csd.uwo.ca/~yuri,h6_PdYsAAAAJ,34413.0,47.0
Meiyappan Nagappan,https://cs.uwaterloo.ca/~m2nagapp,QKpkZx0AAAAJ,4132.0,35.0
Tim Brecht,https://cs.uwaterloo.ca/~brecht,74nBKe8AAAAJ,2599.0,28.0
Lukasz Golab,https://www.engineering.uwaterloo.ca/~lgolab,,,
Xi He,https://users.cs.duke.edu/~hexi88,DlTQ320AAAAJ,803.0,11.0
Gautam Chetan Kamath,http://www.gautamkamath.com,MK6zHkYAAAAJ,2000.0,23.0
Ali José Mashtizadeh,https://cs.uwaterloo.ca/~mashti,djMOD-IAAAAJ,1860.0,16.0
Bernard Wong,https://cs.uwaterloo.ca/~bernard,1MgxnKcAAAAJ,1104.0,16.0
Robin Cohen,https://cs.uwaterloo.ca/~rcohen,7OnAKPIAAAAJ,24359.0,53.0
Mark D. Smucker,https://www.mansci.uwaterloo.ca/~msmucker,BgiGGQQAAAAJ,3463.0,25.0
Lila Kari,https://cs.uwaterloo.ca/about/people/lila,,,
Charles L. A. Clarke,https://plg.uwaterloo.ca/~claclark,TkVleDIAAAAJ,10821.0,50.0
David Jao,https://djao.math.uwaterloo.ca,uj3Xx8IAAAAJ,3315.0,25.0
Ondrej Lhoták,https://plg.uwaterloo.ca/~olhotak,kLg3RgsAAAAJ,5389.0,31.0
Jeffrey O. Shallit,https://cs.uwaterloo.ca/~shallit,A-s_cLQAAAAJ,9900.0,42.0
Shane McIntosh,http://shanemcintosh.org,FxUqGoUAAAAJ,4795.0,34.0
Alfred J. Menezes,http://www.math.uwaterloo.ca/~ajmeneze,hkJ7xKwAAAAJ,45544.0,55.0
Sergey Gorbunov,https://cs.uwaterloo.ca/~sgorbuno,joZ7vIgAAAAJ,3666.0,19.0
Chaitanya Swamy,http://www.math.uwaterloo.ca/~cswamy,,,
Naomi Nishimura,https://cs.uwaterloo.ca/~nishi,SO3M2JwAAAAJ,161.0,3.0
Ali Ghodsi,https://uwaterloo.ca/data-analytics,WXbhp_4AAAAJ,6832.0,43.0
Ming Li,https://cs.uwaterloo.ca/~mli,oGgPXFEAAAAJ,35451.0,67.0
Nancy A. Day,https://cs.uwaterloo.ca/~nday,5iYmSzcAAAAJ,842.0,17.0
Gladimir Baranoski,http://www.npsg.uwaterloo.ca/people/gladimir,,,
Shai Ben-David,https://cs.uwaterloo.ca/~shai,kezPqwoAAAAJ,17405.0,48.0
Prabhakar Ragde,https://cs.uwaterloo.ca/~plragde,,,
Pascal Poupart,https://cs.uwaterloo.ca/~ppoupart,KhAJWroAAAAJ,7418.0,47.0
Hongyang Zhang,https://hongyanz.github.io,wSstCv0AAAAJ,2132.0,19.0
Patrick Lam,https://uwaterloo.ca/electrical-computer-engineering/about/people/p23lam,36fAXB4AAAAJ,3981.0,22.0
Jochen Könemann,http://www.math.uwaterloo.ca/~jochen,Ak7gyjQAAAAJ,3042.0,29.0
Stephen M. Watt,https://uwaterloo.ca/math/about/people/smwatt,O4bB0QkAAAAJ,6102.0,31.0
