name,homepage,scholar_id,citations,h-index
Siyu Tang,https://vlg.inf.ethz.ch/people/person-detail.siyutang.html,BUDh_4wAAAAJ,4023.0,23.0
Torsten Hoefler,https://htor.inf.ethz.ch,DdBvcBEAAAAJ,12125.0,58.0
Peter Arbenz,https://www.inf.ethz.ch/personal/arbenz,o1KTLm8AAAAJ,88.0,7.0
Srdjan Capkun,http://www.syssec.ethz.ch/people/capkun,VtkPBNsAAAAJ,25145.0,69.0
Ce Zhang,https://www.inf.ethz.ch/personal/ce.zhang,GkXqbmMAAAAJ,7776.0,46.0
Ryan Cotterell,https://ryancotterell.github.io,DexOqtoAAAAJ,3665.0,35.0
Peter Widmayer,https://www.inf.ethz.ch/personal/widmayer,NOSCHOLARPAGE,,
Christian Holz,https://www.christianholz.net,OfXP9jMAAAAJ,4542.0,37.0
Valentina Boeva,http://boevalab.inf.ethz.ch,f196u4IAAAAJ,4028.0,29.0
Emo Welzl,https://www.inf.ethz.ch/personal/emo,NOSCHOLARPAGE,,
David A. Basin,https://www.inf.ethz.ch/personal/basin,NOSCHOLARPAGE,,
Thomas Hofmann,http://www.da.inf.ethz.ch/people/ThomasHofmann,T3hAyLkAAAAJ,41210.0,65.0
Peter Müller,http://www.pm.inf.ethz.ch/people/personal/pmueller-pers.html,iJ0qZckAAAAJ,15362.0,55.0
Angelika Steger,http://www.as.inf.ethz.ch/people/prof,Kzeoyq8AAAAJ,5242.0,38.0
Andreas Krause,https://las.inf.ethz.ch/krausea,eDHv58AAAAAJ,32197.0,87.0
Markus Püschel,https://www.inf.ethz.ch/personal/markusp,az9ZryAAAAAJ,8801.0,51.0
Gunnar Rätsch,http://bmi.inf.ethz.ch/personnel/gunnar-ratsch,tQuQ1FwAAAAJ,42202.0,81.0
Onur Mutlu,https://people.inf.ethz.ch/omutlu,7XyGUGkAAAAJ,42077.0,113.0
Laurent Vanbever,https://nsg.ee.ethz.ch,uyCsSAEAAAAJ,3904.0,29.0
Juraj Hromkovic,https://www.inf.ethz.ch/department/faculty-profs/person-detail.html?persid=102124,NOSCHOLARPAGE,,
Roger Wattenhofer,https://disco.ethz.ch,EG3VPm4AAAAJ,32406.0,90.0
Olga Sorkine,http://igl.ethz.ch/people/sorkine,GBU568oAAAAJ,16772.0,63.0
Ueli M. Maurer,https://www.crypto.ethz.ch/~maurer,TSsq3GMAAAAJ,18559.0,65.0
Thomas R. Gross,http://www.lst.inf.ethz.ch/people/personal-pages/trg.html,NOSCHOLARPAGE,,
Fisher Yu,https://www.yf.io,#NAME?,,
Joachim M. Buhmann,http://www.ml.inf.ethz.ch,zQWbCzYAAAAJ,24140.0,78.0
David Steurer,http://dsteurer.org,ThJ-Ju4AAAAJ,4067.0,33.0
Moira C. Norrie,https://globis.ethz.ch/person/moira-c-norrie,NOSCHOLARPAGE,,
Luc J. Van Gool,http://www.vision.ee.ethz.ch/en/members/get_member.cgi?id=1,TwMib_QAAAAJ,164502.0,165.0
Otmar Hilliges,http://ait.ethz.ch/people/hilliges,NOSCHOLARPAGE,,
Lothar Thiele,https://www.tec.ee.ethz.ch,OaAKHewAAAAJ,67301.0,88.0
Rasmus Kyng,http://rasmuskyng.com,DHHVA9IAAAAJ,852.0,13.0
Kaveh Razavi,https://comsec.ethz.ch/people/kaveh-razavi,bWBN3cwAAAAJ,2672.0,25.0
Adrian Perrig,http://www.netsec.ethz.ch/people/aperrig,n-Oret4AAAAJ,71741.0,98.0
Stelian Coros,http://crl.ethz.ch/coros.html,DFQNrvUAAAAJ,,
Ankit Singla,http://people.inf.ethz.ch/asingla,pIoPb7sAAAAJ,3509.0,23.0
Timothy Roscoe,http://people.inf.ethz.ch/troscoe,NOSCHOLARPAGE,,
Zhendong Su,http://web.cs.ucdavis.edu/~su,RivxoIcAAAAJ,14026.0,57.0
Bernd Gärtner,http://people.inf.ethz.ch/gaertner,NOSCHOLARPAGE,,
Markus Gross,https://graphics.ethz.ch/~grossm,uxk0GmUAAAAJ,43189.0,104.0
Gustavo Alonso,https://people.inf.ethz.ch/alonso,fkNjVcIAAAAJ,25734.0,81.0
Kenneth G. Paterson,https://appliedcrypto.ethz.ch/people/kenny-paterson.html,NkuWcH0AAAAJ,14881.0,56.0
Martin T. Vechev,http://www.srl.inf.ethz.ch/vechev.php,aZ1Rh50AAAAJ,8988.0,50.0
Niao He,http://niaohe.ise.illinois.edu/index.html,iNcA81MAAAAJ,1783.0,21.0
Mrinmaya Sachan,http://www.mrinmaya.io,Tpp9ZjoAAAAJ,1239.0,19.0
Mohsen Ghaffari,http://people.csail.mit.edu/ghaffari,NOSCHOLARPAGE,,
Dennis Hofheinz,https://people.inf.ethz.ch/dhofheinz,sDT93s0AAAAJ,5954.0,40.0
Shweta Shinde,https://n.ethz.ch/~sshivaji,KYumLGkAAAAJ,1467.0,14.0
Luca Benini,https://www.ee.ethz.ch/the-department/people-a-z/person-detail.html?persid=194234,8riq3sYAAAAJ,58964.0,115.0
Friedemann Mattern,https://people.inf.ethz.ch/mattern,rIdxtXsAAAAJ,16499.0,52.0
